เลขกลุ่มสาระ, ชื่อกลุ่มสาระ, เลขสาระ,ชื่อสาระ,หมวดมาตรฐาน,เลขมาตรฐาน,ชื่อมาตรฐาน,กลุ่มที่, เลขตัวชี้วัดระหว่างทาง, รายละเอียดตัวชี้วัดนะหว่างทาง,เลขตัวชี้วัดปลายทาง,รายละเอียดตัวชี้วัดปลายทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.2/1 ,อธิบายลักษณะ และหน้าที่ของ อวัยวะภายใน,พ 1.1 ป.2/2 ,อธิบายวิธีดูแลรักษาอวัยวะภายใน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.2/3 ,อธิบายธรรมชาติของชีวิตมนุษย์,พ 1.1 ป.2/2 ,อธิบายวิธีดูแลรักษาอวัยวะภายใน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.2/1 ,ระบุบทบาทหน้าที่ของตนเอง และ สมาชิกในครอบครัว,พ 2.1 ป.2/4 ,อธิบายความภาคภูมิใจ ในความเป็นเพศหญิงหรือเพศชาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.2/2 ,บอกความสําคัญของเพื่อน,พ 2.1 ป.2/4 ,อธิบายความภาคภูมิใจ ในความเป็นเพศหญิงหรือเพศชาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.2/3 ,ระบุพฤติกรรมที่เหมาะสมกับเพศ,พ 2.1 ป.2/4 ,อธิบายความภาคภูมิใจ ในความเป็นเพศหญิงหรือเพศชาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.2/1 ,ควบคุมการเคลื่อนไหวร่างกาย ขณะอยู่กับที่ เคลื่อนที่และใช้อุปกรณ์ประกอบ,พ 3.2 ป.2/1 ,ออกกําลังกาย และเล่นเกม ได้ด้วยตนเองอย่างสนุกสนาน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.1 ป.2/2 ,เล่มเกมเบ็ดเตล็ดและเข้าร่วมกิจกรรม ทางกายที่วิธีเล่นอาศัยการเคลื่อนไหวเบื้องต้น ทั้งแบบอยู่กับที่ เคลื่อนที่และใช้อุปกรณ์ประกอบ,พ 3.2 ป.2/1 ,ออกกําลังกาย และเล่นเกม ได้ด้วยตนเองอย่างสนุกสนาน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.2 ป.2/2 ,ปฏิบัติตามกฎ กติกาและข้อตกลง ในการเล่นเกมเป็นกลุ่ม,พ 3.2 ป.2/1 ,ออกกําลังกาย และเล่นเกม ได้ด้วยตนเองอย่างสนุกสนาน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,4,พ 4.1 ป.2/1 ,บอกลักษณะของการมีสุขภาพดี,พ 4.1 ป.2/5 ,ปฏิบัติตามคําแนะนําเมื่อมีอาการเจ็บป่วยและบาดเจ็บ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,4,พ 4.1 ป.2/2 ,เลือกกินอาหารที่มีประโยชน์,พ 4.1 ป.2/5 ,ปฏิบัติตามคําแนะนําเมื่อมีอาการเจ็บป่วยและบาดเจ็บ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,4,พ 4.1 ป.2/3 ,ระบุของใช้และของเล่นที่มีผลเสีย ต่อสุขภาพ,พ 4.1 ป.2/5 ,ปฏิบัติตามคําแนะนําเมื่อมีอาการเจ็บป่วยและบาดเจ็บ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,4,พ 4.1 ป.2/4 ,อธิบายอาการและวิธีป้องกัน การเจ็บป่วย การบาดเจ็บที่อาจเกิดขึ้น,พ 4.1 ป.2/5 ,ปฏิบัติตามคําแนะนําเมื่อมีอาการเจ็บป่วยและบาดเจ็บ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,4,พ 5.1 ป.2/2 ,บอกชื่อยาสามัญประจําบ้าน และใช้ยา ตามคําแนะนํา,พ 4.1 ป.2/5 ,ปฏิบัติตามคําแนะนําเมื่อมีอาการเจ็บป่วยและบาดเจ็บ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,5,พ 5.1 ป.2/3 ,ระบุโทษของสารเสพติด สารอันตราย ใกล้ตัวและวิธีการป้องกัน,5.1 ป.2/1 ,ปฏิบัติตนในการป้องกัน อุบัติเหตุที่อาจเกิดขึ้นทางน้ํา และทางบก
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,5,พ 5.1 ป.2/4 ,ปฏิบัติตนตามสัญลักษณ์และป้ายเตือน ของสิ่งของหรือสถานที่ที่เป็นอันตราย,พ 5.1 ป.2/5 ,อธิบายสาเหตุ อันตราย วิธีป้องกันอัคคีภัยและแสดงการหนีไฟ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.3/1 ,อธิบายลักษณะและการเจริญเติบโต ของร่างกายมนุษย์,พ 1.1 ป.3/2 ,เปรียบเทียบการเจริญเติบโต ของตนเองกับเกณฑ์มาตรฐาน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.3/3 ,ระบุปัจจัยที่มีผลต่อการเจริญเติบโต,พ 1.1 ป.3/2 ,เปรียบเทียบการเจริญเติบโต ของตนเองกับเกณฑ์มาตรฐาน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.3/1 ,อธิบายความสําคัญและความแตกต่าง ของครอบครัวที่มีต่อตนเอง,พ 2.1 ป.3/2,อธิบายวิธีสร้างสัมพันธภาพในครอบครัวและกลุ่มเพื่อน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.3/3 ,บอกวิธีหลีกเลี่ยงพฤติกรรมที่นําไปสู่ การถูกล่วงละเมิดทางเพศ,พ 2.1 ป.3/2,อธิบายวิธีสร้างสัมพันธภาพในครอบครัวและกลุ่มเพื่อน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.3/1 ,ควบคุมการเคลื่อนไหวร่างกาย ขณะอยู่กับที่ เคลื่อนที่ และใช้อุปกรณ์ประกอบ อย่างมีทิศทาง,พ 3.2 ป.3/1 ,เลือกออกกําลังกาย การละเล่นพื้นเมือง และเล่นเกมที่ เหมาะสมกับจุดเด่น จุดด้อย และข้อจํากัดของตนเอง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.1 ป.3/2 ,เคลื่อนไหวร่างกายที่ใช้ทักษะการเคลื่อนไหวแบบบังคับทิศทางในการเล่นเกมเบ็ดเตล็ด,พ 3.2 ป.3/1 ,เลือกออกกําลังกาย การละเล่นพื้นเมือง และเล่นเกมที่ เหมาะสมกับจุดเด่น จุดด้อย และข้อจํากัดของตนเอง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.2 ป.3/2 ,ปฏิบัติตามกฎ กติกาและข้อตกลง ของการออกกําลังกาย การเล่นเกม การละเล่นพื้นเมือง ได้ด้วยตนเอง,พ 3.2 ป.3/1 ,เลือกออกกําลังกาย การละเล่นพื้นเมือง และเล่นเกมที่ เหมาะสมกับจุดเด่น จุดด้อย และข้อจํากัดของตนเอง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,4,-,-,พ 4.1 ป.3/1 ,อธิบายการติดต่อและ วิธีการป้องกันการแพร่กระจายของโรค
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,5,พ 4.1 ป.3/2 ,จําแนกอาหารหลัก 5 หมู่,พ 4.1 ป.3/3 ,เลือกกินอาหารที่ หลากหลายครบ 5 หมู่ ในสัดส่วน ที่เหมาะสม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,5,พ 4.1 ป.3/4 ,แสดงการแปรงฟันให้สะอาดอย่างถูกวิธี,พ 4.1 ป.3/3 ,เลือกกินอาหารที่ หลากหลายครบ 5 หมู่ ในสัดส่วน ที่เหมาะสม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,6,-,-,พ 4.1 ป.3/5 ,สร้างเสริมสมรรถภาพ ทางกายได้ตามคําแนะนํา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,7,พ 5.1 ป.3/2 ,แสดงวิธีขอความช่วยเหลือจากบุคคล และแหล่งต่าง ๆ เมื่อเกิดเหตุร้าย หรืออุบัติเหตุ,พ 5.1 ป.3/1 ,ปฏิบัติตนเพื่อความ ปลอดภัยจากอุบัติเหตุในบ้าน โรงเรียนและการเดินทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,7,พ 5.1 ป.3/3 ,แสดงวิธีปฐมพยาบาล เมื่อบาดเจ็บจากการเล่น,พ 5.1 ป.3/1 ,ปฏิบัติตนเพื่อความ ปลอดภัยจากอุบัติเหตุในบ้าน โรงเรียนและการเดินทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.4/1,อธิบายการเจริญเติบโตและ พัฒนาการของร่างกายและจิตใจตามวัย,พ 1.1 ป.4/3 ,อธิบายวิธีดูแลกล้ามเนื้อ กระดูก และข้อให้ทํางานอย่างมีประสิทธิภาพ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.4/2 ,"อธิบายความสําคัญของกล้ามเนื้อกระดูกและข้อที่มีผลต่อสุขภาพ การเจริญเติบโต
และพัฒนาการ",พ 1.1 ป.4/3 ,อธิบายวิธีดูแลกล้ามเนื้อ กระดูก และข้อให้ทํางานอย่างมีประสิทธิภาพ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.4/1 ,"อธิบายคุณลักษณะของความ
เป็นเพื่อนและสมาชิกที่ดีของครอบครัว",พ 2.1 ป.4/2 ,แสดงพฤติกรรมที่เหมาะสม กับเพศของตนตามวัฒนธรรมไทย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.4/3 ,ยกตัวอย่างวิธีการปฏิเสธการกระทํา ที่เป็นอันตรายและไม่เหมาะสมในเรื่องเพศ,พ 2.1 ป.4/2 ,แสดงพฤติกรรมที่เหมาะสม กับเพศของตนตามวัฒนธรรมไทย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.4/1 ,ควบคุมตนเองเมื่อใช้ทักษะ การเคลื่อนไหวในลักษณะผสมผสานได้ทั้งแบบ อยู่กับที่ เคลื่อนที่ และใช้อุปกรณ์ประกอบ,พ 3.2 ป.4/1 ,ออกกําลังกาย เล่นเกม และกีฬาที่ตนเองชอบและมี ความสามารถในการวิเคราะห์ผล พัฒนาการของตนเองตามตัวอย่างและ แบบปฏิบัติของผู้อื่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.1 ป.4/2,ฝึกกายบริหารท่ามือเปล่าประกอบจังหวะ,พ 3.2 ป.4/1 ,ออกกําลังกาย เล่นเกม และกีฬาที่ตนเองชอบและมี ความสามารถในการวิเคราะห์ผล พัฒนาการของตนเองตามตัวอย่างและ แบบปฏิบัติของผู้อื่น
