เลขกลุ่มสาระ, ชื่อกลุ่มสาระ, เลขสาระ,ชื่อสาระ,หมวดมาตรฐาน,เลขมาตรฐาน,ชื่อมาตรฐาน,กลุ่มที่, เลขตัวชี้วัดระหว่างทาง, รายละเอียดตัวชี้วัดนะหว่างทาง,เลขตัวชี้วัดปลายทาง,รายละเอียดตัวชี้วัดปลายทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.2,3.2 เข้าใจระบบและสถาบันทางเศรษฐกิจต่าง ๆ ความสัมพันธ์ทางเศรษฐกิจและความจําเป็น ของการร่วมมือกันทางเศรษฐกิจในสังคมโลก,4,ส 3.2 ป.1/1,อธิบายเหตุผลความจําเป็นที่คนต้องทํางาน อย่างสุจริต,ส 3.1 ป.1/3,ยกตัวอย่างการใช้ทรัพยากรในชีวิตประจําวันอย่างประหยัด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.1,4.1 เข้าใจความหมาย ความสำคัญของเวลาและยุคสมัยทางประวัติศาสตร์ สามารถใช้วิธีการ ทางประวัติศาสตร์มาวิเคราะห์เหตุการณ์ต่าง ๆ อย่างเป็นระบบ,5,ส 4.1 ป.1/1 ,บอกวัน เดือน ปี และการนับช่วงเวลา ตามปฏิทินที่ใช้ในชีวิตประจําวัน,ส 4.2 ป.1/2 ,บอกเหตุการณ์ ที่เกิดขึ้นในอดีตที่มีผลกระทบต่อตนเองในปัจจุบัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.2,4.2 เข้าใจพัฒนาการของมนุษยชาติจากอดีตจนถึงปัจจุบันในด้านความสัมพันธ์และ การเปลี่ยนแปลงของเหตุการณ์อย่างต่อเนื่อง ตระหนักถึงความสำคัญ และสามารถวิเคราะห์ ผลกระทบที่เกิดขึ้น,5,ส 4.1 ป.1/2,เรียงลําดับเหตุการณ์ในชีวิตประจําวันตามวันเวลาที่เกิดขึ้น,ส 4.2 ป.1/2 ,บอกเหตุการณ์ ที่เกิดขึ้นในอดีตที่มีผลกระทบต่อตนเองในปัจจุบัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.2,4.2 เข้าใจพัฒนาการของมนุษยชาติจากอดีตจนถึงปัจจุบันในด้านความสัมพันธ์และ การเปลี่ยนแปลงของเหตุการณ์อย่างต่อเนื่อง ตระหนักถึงความสำคัญ และสามารถวิเคราะห์ ผลกระทบที่เกิดขึ้น,5,ส 4.1 ป.1/3,บอกประวัติความเป็นมาของตนเองและครอบครัวโดยสอบถามผู้เกี่ยวข้อง,ส 4.2 ป.1/2 ,บอกเหตุการณ์ ที่เกิดขึ้นในอดีตที่มีผลกระทบต่อตนเองในปัจจุบัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.2,4.2 เข้าใจพัฒนาการของมนุษยชาติจากอดีตจนถึงปัจจุบันในด้านความสัมพันธ์และ การเปลี่ยนแปลงของเหตุการณ์อย่างต่อเนื่อง ตระหนักถึงความสำคัญ และสามารถวิเคราะห์ ผลกระทบที่เกิดขึ้น,5,ส 4.2 ป.1/1 ,บอกความเปลี่ยนแปลงของสภาพแวดล้อม สิ่งของ เครื่องใช้ หรือการดําเนินชีวิตของตนเองกับสมัยของ พ่อแม่ ปู่ย่า ตายาย,ส 4.2 ป.1/2 ,บอกเหตุการณ์ ที่เกิดขึ้นในอดีตที่มีผลกระทบต่อตนเองในปัจจุบัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.3,4.3 เข้าใจความเป็นมาของชาติไทย วัฒนธรรม ภูมิปัญญาไทย มีความรัก ความภูมิใจ และธํารงความเป็นไทย,6,ส 4.3 ป.1/1 ,อธิบายความหมายและความสําคัญของ สัญลักษณ์สําคัญของชาติไทย และปฏิบัติตนได้ถูกต้อง,ส 4.3 ป.1/3,ระบุสิ่งที่ตนรักและภาคภูมิใจในท้องถิ่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,4,ประวัติศาสตร์,ส 4,ส 4.3,4.3 เข้าใจความเป็นมาของชาติไทย วัฒนธรรม ภูมิปัญญาไทย มีความรัก ความภูมิใจ และธํารงความเป็นไทย,6,ส 4.3 ป.1/2,บอกสถานที่สําคัญซึ่งเป็นแหล่งวัฒนธรรมในชุมชน,ส 4.3 ป.1/3,ระบุสิ่งที่ตนรักและภาคภูมิใจในท้องถิ่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.1,5.1 เข้าใจลักษณะของโลกทางกายภาพ และความสัมพันธ์ของสรรพสิ่งซึ่งมีผลต่อกันและกัน ในระบบของธรรมชาติ ใช้แผนที่และเครื่องมือทางภูมิศาสตร์ ในการค้นหาวิเคราะห์ สรุป และใช้ข้อมูลภูมิสารสนเทศอย่างมีประสิทธิภาพ,7,ส 5.1 ป.1/1, จําแนกสิ่งแวดล้อมรอบตัวที่เกิดขึ้นเองตามธรรมชาติและที่มนุษย์สร้างขึ้น,ส 5.2 ป.1/1,บอกสิ่งแวดล้อมที่เกิดตามธรรมชาติที่ส่งผลต่อความเป็นอยู่ของมนุษย์
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.2,5.2 เข้าใจปฏิสัมพันธ์ระหว่างมนุษย์กับสภาพแวดล้อมทางกายภาพที่ก่อให้เกิดการสร้างสรรค์ วัฒนธรรม มีจิตสํานึกและมีส่วนร่วมในการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อการพัฒนาที่ยั่งยืน,7,ส 5.1 ป.1/2,ระบุความสัมพันธ์ของตําแหน่ง ระยะ ทิศของสิ่งต่าง ๆ,ส 5.2 ป.1/1,บอกสิ่งแวดล้อมที่เกิดตามธรรมชาติที่ส่งผลต่อความเป็นอยู่ของมนุษย์
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.2,5.2 เข้าใจปฏิสัมพันธ์ระหว่างมนุษย์กับสภาพแวดล้อมทางกายภาพที่ก่อให้เกิดการสร้างสรรค์ วัฒนธรรม มีจิตสํานึกและมีส่วนร่วมในการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อการพัฒนาที่ยั่งยืน,7,ส 5.1 ป.1/3,ใช้แผนผังแสดงตําแหน่งของสิ่งต่าง ๆ ในห้องเรียน,ส 5.2 ป.1/1,บอกสิ่งแวดล้อมที่เกิดตามธรรมชาติที่ส่งผลต่อความเป็นอยู่ของมนุษย์
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.1,5.1 เข้าใจลักษณะของโลกทางกายภาพ และความสัมพันธ์ของสรรพสิ่งซึ่งมีผลต่อกันและกัน ในระบบของธรรมชาติ ใช้แผนที่และเครื่องมือทางภูมิศาสตร์ ในการค้นหาวิเคราะห์ สรุป และใช้ข้อมูลภูมิสารสนเทศอย่างมีประสิทธิภาพ,8,ส 5.1 ป.1/4 ,สังเกตและบอกการเปลี่ยนแปลงของสภาพอากาศ ในรอบวัน,ส 5.2 ป.1/3 ,มีส่วนร่วมในการ ดูแลสิ่งแวดล้อมที่บ้านและห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,5,ภูมิศาสตร์,ส 5,ส 5.2,5.2 เข้าใจปฏิสัมพันธ์ระหว่างมนุษย์กับสภาพแวดล้อมทางกายภาพที่ก่อให้เกิดการสร้างสรรค์ วัฒนธรรม มีจิตสํานึกและมีส่วนร่วมในการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อการพัฒนาที่ยั่งยืน,8,ส 5.2 ป.1/2 ,สังเกตและเปรียบเทียบการเปลี่ยนแปลงของ สิ่งแวดล้อมเพื่อการปฏิบัติตนอย่างเหมาะสม,ส 5.2 ป.1/3 ,มีส่วนร่วมในการ ดูแลสิ่งแวดล้อมที่บ้านและห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/1, บอกความสําคัญของพระพุทธศาสนาหรือ ศาสนาที่ตนนับถือ,ส 1.1 ป.2/4,บอกความหมาย ความสําคัญ และเคารพ พระรัตนตรัย ปฏิบัติตามหลักธรรม โอวาท 3 ในพระพุทธศาสนา หรือ หลักธรรมของศาสนาที่ตนนับถือ ตามที่กําหนด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/2,สรุปพุทธประวัติ ตั้งแต่ประสูติจนถึง การออกผนวช หรือประวัติศาสดาที่ตนนับถือตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/3,ชื่นชมและบอกแบบอย่างการดําเนินชีวิต และข้อคิดจากประวัติสาวก ชาดก เรื่องเล่าและศาสนิกชน ตัวอย่างตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/6,เห็นคุณค่าและสวดมนต์ แผ่เมตตา มีสติที่เป็น พื้นฐานของสมาธิในพระพุทธศาสนาหรือการพัฒนาจิต ตามแนวทางของศาสนาที่ตนนับถือตามที่กําหนด,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.1,1.1 รู้และเข้าใจประวัติ ความสำคัญ ศาสดา หลักธรรมของพระพุทธศาสนาหรือศาสนาที่ตนนับถือ และศาสนาอื่น มีศรัทธาที่ถูกต้อง ยึดมั่น และปฏิบัติตามหลักธรรม เพื่ออยู่ร่วมกันอย่างสันติสุข,1,ส 1.1 ป.2/7,บอกชื่อศาสนา ศาสดา และความสําคัญ ของคัมภีร์ของศาสนาที่ตนนับถือและศาสนาอื่น ๆ,ส 1.1 ป.2/5,ชื่นชมการทําความดี ของตนเอง บุคคลในครอบครัวและ ในโรงเรียน ตามหลักศาสนา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,1,ศาสนา ศีลธรรม จริยธรรม,ส 1,ส 1.2,1.2 เข้าใจ ตระหนักและปฏิบัติตนเป็นศากชนที่ดี และธํารงรักษาพระพุทธศาสนาหรือศาสนา ที่ตนนับ,2,ส 1.2 ป.2/1, ปฏิบัติตนอย่างเหมาะสมต่อสาวกของศาสนา ที่ตนนับถือ ตามที่กําหนดได้ถูกต้อง,ส 1.2 ป.2/2,ปฏิบัติตนในศาสนพิธี พิธีกรรม และวันสําคัญทางศาสนา ตามที่กําหนดได้ถูกต้อง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.1,2.1 เข้าใจและปฏิบัติตนตามหน้าที่ของการเป็นพลเมืองดี มีค่านิยมที่ดีงาม และธํารงรักษา ประเพณีและวัฒนธรรมไทย ดำรงชีวิตอยู่ร่วมกันในสังคมไทย และสังคมโลกอย่างสันติสุข,3,ส 2.1 ป.2/2 ,ปฏิบัติตนตามมารยาทไทย,ส 2.1 ป.2/1,ปฏิบัติตน ตามข้อตกลง กติกา กฎ ระเบียบ และหน้าที่ที่ต้องปฏิบัติ ในชีวิตประจําวัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.1 ป.2/4,เคารพในสิทธิ เสรีภาพของตนเองและผู้อื่น,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.2 ป.2/1,อธิบายความสัมพันธ์ของตนเอง และสมาชิก ในครอบครัวในฐานะเป็นส่วนหนึ่งของชุมชน,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,2,หน้าที่พลเมือง วัฒนธรรม และการดําเนินชีวิตในสังคม,ส 2,ส 2.2,2.2 เข้าใจระบบการเมืองการปกครองในสังคมปัจจุบัน ยึดมั่น ศรัทธา และธํารงรักษาไว้ซึ่ง การปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข,3,ส 2.2 ป.2/2,ระบุผู้มีบทบาท อํานาจในการตัดสินใจ ในโรงเรียน และชุมชน,ส 2.1 ป.2/3,แสดงพฤติกรรม ในการยอมรับความคิด ความเชื่อ และการปฏิบัติของบุคคลอื่น ที่แตกต่างกันโดยปราศจากอคติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,4,ส 3.1 ป.2/2 ,บอกที่มาของรายได้และรายจ่ายของตนเอง และครอบครัว,ส 3.1 ป.2/4,สรุปผลดีของการใช้จ่ายที่เหมาะสมกับรายได้ และการออม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,4,ส 3.1 ป.2/3,บันทึกรายรับ-รายจ่ายของตนเอง,ส 3.1 ป.2/4,สรุปผลดีของการใช้จ่ายที่เหมาะสมกับรายได้ และการออม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.1,3.1 เข้าใจและสามารถบริหารจัดการทรัพยากรในการผลิตและการบริโภค การใช้ทรัพยากร ที่มีอยู่จํากัดได้อย่างมีประสิทธิภาพและคุ้มค่า รวมทั้งเข้าใจหลักการของเศรษฐกิจพอเพียง เพื่อการดำรงชีวิตอย่างมีดุลยภาพ,5,ส 3.1 ป.2/1 ,ระบุทรัพยากรที่นํามาผลิตสินค้าและบริการ ที่ใช้ในชีวิตประจําวัน,ส 3.2 ป.2/2,บอกความสัมพันธ์ระหว่างผู้ซื้อและผู้ขาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม,3,เศรษฐศาสตร์,ส 3,ส 3.2,3.2 เข้าใจระบบและสถาบันทางเศรษฐกิจต่าง ๆ ความสัมพันธ์ทางเศรษฐกิจและความจําเป็น ของการร่วมมือกันทางเศรษฐกิจในสังคมโลก,5,ส 3.2 ป.2/1, อธิบายการแลกเปลี่ยนสินค้าและบริการโดยวิธีต่าง ๆ,ส 3.2 ป.2/2,บอกความสัมพันธ์ระหว่างผู้ซื้อและผู้ขาย
