เลขกลุ่มสาระ, ชื่อกลุ่มสาระ, เลขสาระ,ชื่อสาระ,หมวดมาตรฐาน,เลขมาตรฐาน,ชื่อมาตรฐาน,กลุ่มที่, เลขตัวชี้วัดระหว่างทาง, รายละเอียดตัวชี้วัดนะหว่างทาง,เลขตัวชี้วัดปลายทาง,รายละเอียดตัวชี้วัดปลายทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.2,4.2 ใช้ภาษาต่างประเทศเป็นเครื่องมือพื้นฐานในการศึกษาต่อ การประกอบอาชีพ และการแลกเปลี่ยนเรียนรู้กับสังคมโลก,6,ต 3.1 ป.1/1 ,บอกคําศัพท์ที่เกี่ยวข้องกับกลุ่มสาระการเรียนรู้อื่น,ต 4.2 ป.1/1 ,ใช้ภาษาต่างประเทศเพื่อรวบรวมคําศัพท์ที่เกี่ยวข้องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,1,ต 2.2 ป.2/1 ,ระบุตัวอักษรและเสียงตัวอักษรของ ภาษาต่างประเทศและภาษาไทย,ต 1.1 ป.2/2 ,ระบุตัวอักษร และเสียง อ่านออกเสียงคํา สะกดคํา และอ่านประโยคง่าย ๆ ถูกต้อง ตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,1,ต 2.2 ป.2/1 ,ระบุตัวอักษรและเสียงตัวอักษรของ ภาษาต่างประเทศและภาษาไทย,ต 1.1 ป.2/2 ,ระบุตัวอักษร และเสียง อ่านออกเสียงคํา สะกดคํา และอ่านประโยคง่าย ๆ ถูกต้อง ตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,2,ต 1.1 ป.2/3 ,เลือกภาพตรงตามความหมายของคํา กลุ่มคํา และประโยคที่ฟัง,ต 1.1 ป.2/4 ,ตอบคําถามจากการ ฟังประโยคบทสนทนา หรือนิทาน ง่าย ๆ ที่มีภาพประกอบ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,3,ต 1.2 ป.2/3 ,บอกความต้องการง่าย ๆ ของตนเองตามแบบที่ฟัง,ต 1.3 ป.2/1 ,พูดให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.3,1.3 นําเสนอข้อมูลข่าวสาร ความคิดรวบยอด และความคิดเห็นในเรื่องต่าง ๆ โดยการพูด และการเขียน,3,ต 1.2 ป.2/4 ,พูดขอและให้ข้อมูลง่าย ๆ เกี่ยวกับตนเองตามแบบที่ฟัง,ต 1.3 ป.2/1 ,พูดให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),2,ภาษาและวัฒนธรรม,ต 2,ต 2.1,2.1 เข้าใจความสัมพันธ์ระหว่างภาษากับวัฒนธรรมของเจ้าของภาษา และนําไปใช้ได้ อย่างเหมาะสมกับกาลเทศะ,4,ต 2.1 ป.2/1 ,พูดและทําท่าประกอบตามวัฒนธรรมของ เจ้าของภาษา,ต 2.1 ป.2/3 ,เข้าร่วมกิจกรรมทางภาษาและวัฒนธรรมที่เหมาะกับวัย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),2,ภาษาและวัฒนธรรม,ต 2,ต 2.1,2.1 เข้าใจความสัมพันธ์ระหว่างภาษากับวัฒนธรรมของเจ้าของภาษา และนําไปใช้ได้ อย่างเหมาะสมกับกาลเทศะ,4,ต 2.1 ป.2/2 ,บอกชื่อและคําศัพท์เกี่ยวกับเทศกาลสําคัญของ เจ้าของภาษา,ต 2.1 ป.2/3 ,เข้าร่วมกิจกรรมทางภาษาและวัฒนธรรมที่เหมาะกับวัย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,5,ต 1.1 ป.2/1 ,ปฏิบัติตามคําสั่ง และคําขอร้องง่าย ๆ ที่ฟัง,ต 4.1 ป.2/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้น ในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.2,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,5,ต 1.2 ป.2/1 ,โต้ตอบด้วยคําสั้น ๆ ง่าย ๆ ในการสื่อสารระหว่างบุคคลตามแบบที่ฟัง,ต 4.1 ป.2/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้น ในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.2,4.2 ใช้ภาษาต่างประเทศเป็นเครื่องมือพื้นฐานในการศึกษาต่อ การประกอบอาชีพ และการแลกเปลี่ยนเรียนรู้กับสังคมโลก,5,ต 1.2 ป.2/2,ใช้คําสั่งและคําขอร้องง่าย ๆ ตามแบบที่ฟัง,ต 4.1 ป.2/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้น ในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 3,ต 3.1,3.1 ใช้ภาษาต่างประเทศในการเชื่อมโยงความรู้กับกลุ่มสาระการเรียนรู้อื่น และเป็นพื้นฐาน ในการพัฒนา แสวงหาความรู้ และเปิดโลกทัศน์ของตน,6,ต 3.1 ป.2/1 ,บอกคําศัพท์ที่เกี่ยวข้องกับกลุ่มสาระการเรียนรู้อื่น,ต 4.2 ป.2/1 ,ใช้ภาษาต่างประเทศ เพื่อรวบรวมคําศัพท์ที่เกี่ยวข้องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.2,4.2 ใช้ภาษาต่างประเทศเป็นเครื่องมือพื้นฐานในการศึกษาต่อ การประกอบอาชีพ และการแลกเปลี่ยนเรียนรู้กับสังคมโลก,6,ต 3.1 ป.2/1 ,บอกคําศัพท์ที่เกี่ยวข้องกับกลุ่มสาระการเรียนรู้อื่น,ต 4.2 ป.2/1 ,ใช้ภาษาต่างประเทศ เพื่อรวบรวมคําศัพท์ที่เกี่ยวข้องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,1,ต 1.3 ป.3/2 ,จัดหมวดหมู่คําตามประเภทของบุคคล สัตว์ และสิ่งของตามที่ฟัง หรืออ่าน,ต 1.1 ป.3/2 ,อ่านออกเสียงคํา สะกดคํา อ่านกลุ่มคํา ประโยค และบทพูดเข้าจังหวะ (chant) ง่าย ๆ ถูกต้องตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,1,ต 2.2 ป.3/1 ,บอกความแตกต่างของเสียงตัวอักษร คํา กลุ่มคํา และประโยคง่าย ๆ ของภาษาต่างประเทศและภาษาไทย,ต 1.1 ป.3/2 ,อ่านออกเสียงคํา สะกดคํา อ่านกลุ่มคํา ประโยค และบทพูดเข้าจังหวะ (chant) ง่าย ๆ ถูกต้องตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,2,ต 1.1 ป.3/3 ,เลือก/ระบุภาพหรือสัญลักษณ์ตรงตาม ความหมายของกลุ่มคําและประโยคที่ฟัง,ต 1.1 ป.3/4,ตอบคําถามจากการฟังหรืออ่านประโยค บทสนทนาหรือนิทานง่าย ๆ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,3,ต 1.2 ป.3/3 ,บอกความต้องการง่ายๆ ของตนเองตามแบบที่ฟัง,ต 1.3 ป.3/1 ,พูดให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.3,1.3 นําเสนอข้อมูลข่าวสาร ความคิดรวบยอด และความคิดเห็นในเรื่องต่าง ๆ โดยการพูด และการเขียน,3,ต 1.2 ป.3/4 ,พูดขอและให้ข้อมูลง่าย ๆ เกี่ยวกับตนเอง และเพื่อนตามแบบที่ฟัง,ต 1.3 ป.3/1 ,พูดให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),1,ภาษาเพื่อการสื่อสาร,ต 1,ต 1.3,1.3 นําเสนอข้อมูลข่าวสาร ความคิดรวบยอด และความคิดเห็นในเรื่องต่าง ๆ โดยการพูด และการเขียน,3,ต 1.2 ป.3/5 ,บอกความรู้สึกของตนเองเกี่ยวกับสิ่งต่าง ๆ ใกล้ตัว หรือกิจกรรมต่าง ๆ ตามแบบที่ฟัง,ต 1.3 ป.3/1 ,พูดให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),2,ภาษาและวัฒนธรรม,ต 2,ต 2.1,2.1 เข้าใจความสัมพันธ์ระหว่างภาษากับวัฒนธรรมของเจ้าของภาษา และนําไปใช้ได้ อย่างเหมาะสมกับกาลเทศะ,4,ต 2.1 ป.3/1 ,พูดและทําท่าประกอบตามมารยาทสังคม/ วัฒนธรรมของเจ้าของภาษา,ต 2.1 ป.3/3 ,เข้าร่วมกิจกรรม ทางภาษาและวัฒนธรรมที่เหมาะกับวัย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),2,ภาษาและวัฒนธรรม,ต 2,ต 2.1,2.1 เข้าใจความสัมพันธ์ระหว่างภาษากับวัฒนธรรมของเจ้าของภาษา และนําไปใช้ได้ อย่างเหมาะสมกับกาลเทศะ,4,ต 2.1 ป.3/2,บอกชื่อและคําศัพท์ง่าย ๆ เกี่ยวกับเทศกาล/วันสําคัญ/งานฉลองและชีวิตความเป็นอยู่ของเจ้าของภาษา,ต 2.1 ป.3/3 ,เข้าร่วมกิจกรรม ทางภาษาและวัฒนธรรมที่เหมาะกับวัย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,5,ต 1.1 ป.3/1 ,ปฏิบัติตามคําสั่งและคําขอร้องง่าย ๆ ที่ฟัง หรืออ่าน,ต 4.1 ป.3/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้นในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.1,4.1 ใช้ภาษาต่างประเทศในสถานการณ์ต่าง ๆ ทั้งในสถานศึกษา ชุมชน และสังคม,5,ต 1.2 ป.3/1 ,พูดโต้ตอบด้วยคําสั้น ๆ ง่าย ๆ ในการสื่อสารระหว่างบุคคลตามแบบที่ฟัง,ต 4.1 ป.3/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้นในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.1,4.1 ใช้ภาษาต่างประเทศในสถานการณ์ต่าง ๆ ทั้งในสถานศึกษา ชุมชน และสังคม,5,ต 1.2 ป.3/2 ,ใช้คําสั่งและคําขอร้องง่าย ๆ ตามแบบที่ฟัง,ต 4.1 ป.3/1 ,ฟัง/พูด ในสถานการณ์ง่าย ๆ ที่เกิดขึ้นในห้องเรียน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 3,ต 3.1,3.1 ใช้ภาษาต่างประเทศในการเชื่อมโยงความรู้กับกลุ่มสาระการเรียนรู้อื่น และเป็นพื้นฐาน ในการพัฒนา แสวงหาความรู้ และเปิดโลกทัศน์ของตน,6,ต 3.1 ป.3/1 ,บอกคําศัพท์ที่เกี่ยวข้องกับกลุ่มสาระการเรียนรู้อื่น,ต 4.2 ป.3/1 ,ใช้ภาษาต่างประเทศเพื่อรวบรวมคําศัพท์ที่เกี่ยวข้องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 4,ต 4.1,4.1 ใช้ภาษาต่างประเทศในสถานการณ์ต่าง ๆ ทั้งในสถานศึกษา ชุมชน และสังคม,6,ต 3.1 ป.3/1 ,บอกคําศัพท์ที่เกี่ยวข้องกับกลุ่มสาระการเรียนรู้อื่น,ต 4.2 ป.3/1 ,ใช้ภาษาต่างประเทศเพื่อรวบรวมคําศัพท์ที่เกี่ยวข้องใกล้ตัว
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,1,ต 1.1 ป.4/3 ,เลือก/ระบุภาพหรือสัญลักษณ์ หรือเครื่องหมาย ตรงตามความหมายของประโยคและข้อความสั้น ๆ ที่ฟัง หรืออ่าน,ต 1.2 ป.4/1 ,พูด/เขียนโต้ตอบ ในการสื่อสารระหว่างบุคคล
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,1,ต 1.2 ป.4/3 ,พูด/เขียนแสดงความต้องการของตนเอง และขอความช่วยเหลือในสถานการณ์ง่าย ๆ,ต 1.2 ป.4/1 ,พูด/เขียนโต้ตอบ ในการสื่อสารระหว่างบุคคล
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.3,1.3 นําเสนอข้อมูลข่าวสาร ความคิดรวบยอด และความคิดเห็นในเรื่องต่าง ๆ โดยการพูด และการเขียน,1,ต 1.2 ป.4/4 ,พูด/เขียนเพื่อขอและให้ข้อมูลเกี่ยวกับตนเอง เพื่อนและครอบครัว,ต 1.2 ป.4/1 ,พูด/เขียนโต้ตอบ ในการสื่อสารระหว่างบุคคล
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.3,1.3 นําเสนอข้อมูลข่าวสาร ความคิดรวบยอด และความคิดเห็นในเรื่องต่าง ๆ โดยการพูด และการเขียน,1,ต 1.3 ป.4/1 ,พูด /เขียนให้ข้อมูลเกี่ยวกับตนเองและเรื่องใกล้ตัว,ต 1.2 ป.4/1 ,พูด/เขียนโต้ตอบ ในการสื่อสารระหว่างบุคคล
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 1,ต 1.1,1.1 เข้าใจและตีความเรื่องที่ฟังและอ่านจากสื่อประเภทต่าง ๆ และแสดงความคิดเห็น อย่างมีเหตุผล,2,ต 2.2 ป.4/1 ,บอกความแตกต่างของเสียงตัวอักษร คํา กลุ่มคํา ประโยค และข้อความของภาษาต่างประเทศและภาษาไทย,ต 1.1 ป.4/2 ,อ่านออกเสียงคํา สะกดคํา อ่านกลุ่มคํา ประโยค ข้อความง่าย ๆ และบทพูด เข้าจังหวะถูกต้องตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),4,ภาษากับความสัมพันธ์กับชุมชนและโลก,ต 2,ต 2.2,2.2 เข้าใจความเหมือนและความแตกต่างระหว่างภาษาและวัฒนธรรมของเจ้าของภาษากับภาษา และวัฒนธรรมไทย และนํามาใช้อย่างถูกต้องและเหมาะสม,2,ต 2.2 ป.4/1 ,บอกความแตกต่างของเสียงตัวอักษร คํา กลุ่มคํา ประโยค และข้อความของภาษาต่างประเทศและภาษาไทย,ต 1.1 ป.4/2 ,อ่านออกเสียงคํา สะกดคํา อ่านกลุ่มคํา ประโยค ข้อความง่าย ๆ และบทพูด เข้าจังหวะถูกต้องตามหลักการอ่าน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ),2,ภาษาและวัฒนธรรม,ต 1,ต 1.2,1.2 มีทักษะการสื่อสารทางภาษาในการแลกเปลี่ยนข้อมูลข่าวสาร แสดงความรู้สึกและ ความคิดเห็นอย่างมีประสิทธิภาพ,3,ต 1.2 ป.4/5 ,พูดแสดงความรู้สึกของตนเองเกี่ยวกับเรื่องต่าง ๆ ใกล้ตัว และกิจกรรมต่าง ๆ ตามแบบที่ฟัง,ต 2.1 ป.4/1 ,พูดและทําท่า ประกอบอย่างสุภาพ ตามมารยาท สังคมและวัฒนธรรมของ เจ้าของภาษา
